CustomerID,Age,Gender,Location,JoinDate
932,26,Male,North,18/10/22
933,48,Other,West,19/10/22
934,31,Female,North,20/10/22
935,46,Female,East,21/10/22
936,65,Male,East,22/10/22
937,60,Other,North,23/10/22
938,55,Female,North,24/10/22
939,59,Male,West,26/10/22
940,25,Female,West,27/10/22
941,65,Other,South,28/10/22
942,20,Male,South,29/10/22
943,19,Male,West,30/10/22
944,33,Other,South,31/10/22
945,36,Male,South,01/11/22
946,47,Other,North,02/11/22
947,58,Male,West,03/11/22
948,33,Other,North,04/11/22
949,48,Female,North,06/11/22
950,45,Female,South,07/11/22
951,21,Female,North,08/11/22
952,27,Male,East,09/11/22
953,68,Other,South,10/11/22
954,62,Other,East,11/11/22
955,35,Female,South,12/11/22
956,64,Female,North,13/11/22
957,49,Female,South,14/11/22
958,47,Other,East,15/11/22
959,53,Female,South,17/11/22
960,26,Male,East,18/11/22
961,53,Female,West,19/11/22
962,46,Female,North,20/11/22
963,33,Other,East,21/11/22
964,45,Male,West,22/11/22
965,38,Other,North,23/11/22
966,64,Male,West,24/11/22
967,19,Male,East,25/11/22
968,63,Female,North,26/11/22
969,52,Female,West,27/11/22
970,45,Other,East,29/11/22
971,53,Other,West,30/11/22
972,48,Other,North,01/12/22
973,50,Male,North,02/12/22
974,40,Other,North,03/12/22
975,58,Male,East,04/12/22
976,34,Male,West,05/12/22
977,63,Male,West,06/12/22
978,66,Male,East,07/12/22
979,18,Male,North,08/12/22
980,59,Female,South,10/12/22
981,40,Male,North,11/12/22
982,65,Male,South,12/12/22
983,44,Female,North,13/12/22
984,42,Female,East,14/12/22
985,49,Female,South,15/12/22
986,36,Other,East,16/12/22
987,41,Other,South,17/12/22
988,20,Male,West,18/12/22
989,29,Male,South,19/12/22
990,52,Male,South,21/12/22
991,32,Male,South,22/12/22
992,34,Female,West,23/12/22
993,67,Other,East,24/12/22
994,49,Female,West,25/12/22
995,24,Other,South,26/12/22
996,36,Female,North,27/12/22
997,24,Male,West,28/12/22
998,22,Other,,29/12/22
999,57,Male,West,30/12/22
1000,38,Other,West,01/01/23
